OrderID,OrderDate,Region,City,RepID,ProductID,Channel,CustomerSegment,Units,UnitPrice,DiscountPct,ShipDays,Returned
ORD-102874,2025-03-22,East,Bhubaneswar,R216,P1011,Partner,SMB,5,60859.88,0.0,10.0,No
ORD-101735,2025-12-14,West,Mumbai,R201,P1041,Partner,Corporate,8,819.04,0.05,9.0,No
ORD-104378,2025-06-13,EAST,Kolkata,R208,P1023,Retail,SMB,6,24655.53,0.05,8.0,No
ORD-101579,2025-01-23,West,Ahmedabad,R201,P1050,Retail,Consumer,-3,14925.54,0.0,6.0,No
ORD-102698,2025-12-20,East,Patna,R212,P1039,Retail,Corporate,3,600.51,0.1,11.0,No
ORD-101495,2025-05-06,North,Delhi,R218,P1051,Retail,Corporate,4,34509.36,0.05,2.0,No
ORD-102694,2025-11-28,West,Surat,R213,P1045,Retail,SMB,6,456.36,0.0,3.0,No
ORD-101951,2024-04-08,North,Jaipur,R218,P1028,Partner,SMB,3,22139.53,0.0,5.0,No
ORD-102418,2025-08-13,South,Chennai,R203,P1010,Partner,Consumer,7,74195.76,0.0,4.0,No
ORD-104449,2024-03-21,East,Guwahati,R208,P1047,Retail,Corporate,3,19468.14,0.0,2.0,No
ORD-101296,2025-08-31,North,Chandigarh,R202,P1017,Online,Consumer,3,12060.47,0.2,8.0,No
ORD-103671,2025-10-05,West,Mumbai,R201,P1015,Partner,Consumer,7,33919.34,0.0,8.0,No
ORD-100203,2024-01-07,South,Kochi,R215,P1055,Retail,Consumer,5,14057.21,0.0,11.0,No
ORD-102036,2024-05-20,North,Lucknow,R210,P1011,Online,SMB,2,60227.65,0.0,9.0,No
ORD-100518,2025-10-01,East,Kolkata,R200,P1016,Partner,SMB,4,24940.04,0.0,9.0,No
ORD-102925,2024-08-16,West,Surat,R213,P1043,Retail,Consumer,1,276.6,0.15,10.0,No
ORD-102776,2025-09-02,East,Bhubaneswar,R216,P1024,Partner,Corporate,4,12645.77,0.0,7.0,No
ORD-105786,2025-01-19,North,Delhi,R206,P1050,Retail,Corporate,4,14642.9,0.0,8.0,No
ORD-103993,2024-07-01,West,Pune,R205,P1035,Retail,Consumer,3,337.61,0.0,5.0,No
ORD-101877,2025-03-26,South,Hyderabad,R211,P1031,Retail,Consumer,5,826.58,0.05,4.0,No
ORD-101776,2024-08-25,South,Chennai,R215,P1026,Retail,Consumer,4,8486.14,0.15,2.0,No
ORD-101077,2025-05-12,West,Surat,R213,P1020,Online,Corporate,5,11898.95,0.0,8.0,No
ORD-102289,2024-07-27,West,Surat,R217,P1025,Partner,Consumer,5,16243.51,0.05,8.0,No
ORD-103321,2024-01-28,East,Bhubaneswar,R208,P1011,Retail,Corporate,5,62108.12,0.05,4.0,No
ORD-102908,2024-07-28,West,Pune,R205,P1013,Retail,SMB,3,58986.69,0.05,2.0,No
ORD-105246,2025-08-03,East,Kolkata,R204,P1054,Online,SMB,4,18857.53,0.15,9.0,No
ORD-101409,2024-07-30,West,Ahmedabad,R209,P1036,Partner,Consumer,1,465.1,0.0,2.0,No
ORD-105767,2025-11-05,West,Surat,R217,P1038,Partner,SMB,3,326.78,0.05,7.0,No
ORD-104715,2025-12-09,West,Mumbai,R201,P1007,Online,SMB,4,67671.96,0.2,5.0,Yes
ORD-104063,2025-04-23,East,Patna,R200,P1015,Retail,Corporate,3,33947.41,0.0,6.0,Yes
ORD-102991,2024-11-19,East,Bhubaneswar,R212,P1042,Online,Consumer,6,860.84,0.0,4.0,No
ORD-104736,2025-01-29, West,Ahmedabad,R213,P1052,Retail,SMB,4,19141.38,0.05,11.0,No
ORD-104098,2025-05-19,West,Mumbai,R209,P1003,Online,Consumer,3,31980.44,0.1,6.0,No
ORD-102721,2024-01-04, East,Bhubaneswar,R212,P1053,Online,SMB,1,31038.28,0.0,3.0,No
ORD-101357,2024-06-13,South,Kochi,R211,P1007,Partner,Corporate,6,68793.71,0.0,10.0,No
ORD-104049,2024-07-17,WEST,Surat,R209,P1024,Partner,Corporate,3,13341.25,0.05,9.0,No
ORD-100016,2024-03-18,West,Ahmedabad,R201,P1046,Partner,SMB,2,14605.71,0.1,1.0,No
ORD-103251,2024-08-26,North,Jaipur,R218,P1016,Retail,Consumer,1,24240.66,0.0,9.0,No
ORD-104894,2025-02-28,North,Jaipur,R214,P1046,Partner,SMB,4,14147.03,0.2,11.0,No
ORD-102543,2024-05-18,West,Ahmedabad,R209,P1009,Online,Corporate,2,44521.94,0.05,6.0,No
ORD-103255,2025-03-24,East,Patna,R212,P1027,Online,Corporate,6,23656.02,0.0,11.0,No
ORD-100761,2024-03-09,North,Jaipur,R214,P1035,Retail,Consumer,1,339.64,0.0,2.0,No
ORD-105136,2024-09-20,North,Jaipur,R214,P1022,Online,Corporate,2,18409.3,0.0,4.0,No
ORD-101061,2024-06-21,West,Ahmedabad,R205,P1014,Retail,SMB,3,38444.7,0.0,9.0,No
ORD-101520,2025-03-09,South,Bengaluru,R203,P1007,Retail,Corporate,1,66008.92,0.0,11.0,No
ORD-105791,2025-11-09,South,Chennai,R207,P1053,Retail,Corporate,3,31292.38,0.0,6.0,No
ORD-104024,2025-05-14,North,Jaipur,R206,P1009,Online,SMB,6,45342.28,0.0,8.0,No
ORD-103492,2024-05-10,North,Chandigarh,R218,P1019,Partner,SMB,4,9443.27,0.0,11.0,No
ORD-100190,2025-09-03,East,Patna,R200,P1049,Retail,SMB,3,15586.64,0.2,9.0,No
ORD-101929,2024-03-22,East,Kolkata,R204,P1028,Partner,SMB,4,23032.9,0.1,8.0,No
ORD-100462,2025-08-17,West,Mumbai,R201,P1002,Online,Corporate,3,76475.22,0.0,5.0,No
ORD-100484,2025-12-07,South,Kochi,R211,P1039,Retail,Consumer,5,582.49,0.15,1.0,No
ORD-101264,2025-05-23,South,Chennai,R215,P1030,Partner,Corporate,4,8314.57,0.0,2.0,No
ORD-102300,2025-03-02,East,Kolkata,R216,P1041,Retail,Consumer,1,847.49,0.05,6.0,No
ORD-101125,2024-11-29,South,Chennai,R207,P1030,Retail,Consumer,2,8220.56,0.05,9.0,No
ORD-103493,2024-03-05,East,Guwahati,R212,P1009,Partner,SMB,3,43980.52,0.0,4.0,No
ORD-101370,2024-05-17,North,Lucknow,R214,P1050,Partner,SMB,2,14806.8,0.0,3.0,No
ORD-103260,2025-01-15,North,Jaipur,R218,P1009,Retail,SMB,2,44328.8,0.0,7.0,No
ORD-102670,2024-08-17,East,Patna,R212,P1038,Partner,Corporate,4,327.97,0.0,9.0,No
ORD-102751,2024-11-08,South,Bengaluru,R215,P1021,Retail,SMB,6,17277.04,0.05,8.0,No
ORD-102512,2024-06-05,East,Patna,R204,P1043,Online,Consumer,1,284.17,0.15,2.0,No
ORD-101437,2024-02-23,South,Bengaluru,R219,P1040,Partner,Consumer,1,863.87,0.0,6.0,No
ORD-101534,2025-11-13,East,Patna,R200,P1014,Partner,Corporate,1,40085.76,0.0,8.0,Yes
ORD-100110,2025-09-10,South,Hyderabad,R203,P1052,Retail,Corporate,3,18887.19,0.05,10.0,No
ORD-104604,2025-07-07,West,Ahmedabad,R217,P1045,Retail,SMB,4,456.25,0.15,10.0,No
ORD-105461,2024-01-26,North,Delhi,R214,P1027,Online,Consumer,2,22381.5,0.0,8.0,No
ORD-103652,2024-08-13,West,Surat,R209,P1026,Online,Consumer,5,8695.29,0.15,2.0,No
ORD-103710,2024-09-25,North,Jaipur,R206,P1006,Partner,SMB,4,50658.18,0.0,2.0,No
ORD-101172,2025-07-30,East,Guwahati,R200,P1006,Online,Consumer,4,50378.97,0.0,11.0,No
ORD-104750,2025-05-25,South,Kochi,R203,P1016,Online,Corporate,4,24134.39,0.1,7.0,No
ORD-101169,2025-10-16,South,Chennai,R219,P1003,Retail,Corporate,5,31962.66,0.0,1.0,No
ORD-100232,2024-09-08,West,Ahmedabad,R213,P1042,Partner,SMB,7,847.73,0.0,2.0,No
ORD-101248,2024-01-12,East,Guwahati,R212,P1041,Online,Corporate,2,806.27,0.2,8.0,No
ORD-102603,2025-01-22,West,Mumbai,R209,P1038,Online,Consumer,2,321.06,0.0,5.0,No
ORD-104844,2025-07-13,South,Chennai,R211,P1029,Partner,Consumer,1,15708.0,0.1,9.0,No
ORD-104800,2024-10-21,West,Pune,R205,P1027,Retail,Corporate,5,22603.7,0.0,1.0,No
ORD-104872,2025-03-27,NORTH,Delhi,R218,P1033,Retail,Corporate,6,866.65,0.1,6.0,No
ORD-104636,2025-09-27,South,Chennai,R219,P1039,Retail,Corporate,7,610.06,0.1,8.0,No
ORD-104589,2025-11-15,North,Lucknow,R218,P1005,Partner,SMB,7,29456.29,0.15,6.0,No
ORD-103786,2024-03-01,North,Chandigarh,R206,P1027,Partner,SMB,5,23473.39,0.0,9.0,No
ORD-103178,2025-11-18,North,Lucknow,R218,P1013,Partner,SMB,10,58775.2,0.05,6.0,No
ORD-104816,2025-04-24,South,Hyderabad,R215,P1045,Retail,Consumer,2,449.67,0.15,2.0,No
ORD-100933,2025-02-10,South,Hyderabad,R207,P1034,Online,Consumer,4,713.96,0.15,4.0,No
ORD-101045,2025-04-18,North,Lucknow,R202,P1020,Online,Corporate,4,12289.07,0.0,3.0,No
ORD-102142,2024-07-26,South,Bengaluru,R207,P1043,Retail,SMB,3,278.29,0.15,10.0,No
ORD-100448,2025-12-23,North,Chandigarh,R202,P1039,Online,Consumer,3,590.16,0.0,4.0,No
ORD-100453,2024-04-06,North,Chandigarh,R214,P1019,Online,SMB,4,9208.67,0.0,2.0,No
ORD-103176,2024-06-14,North,Jaipur,R210,P1042,Partner,Corporate,4,848.51,0.05,6.0,Yes
ORD-100012,2024-12-13,West,Mumbai,R217,P1004,Retail,Corporate,4,71967.12,0.15,7.0,No
ORD-101387,2024-10-18,North,Delhi,R210,P1013,Partner,SMB,4,56735.35,0.15,10.0,No
ORD-103753,2025-12-29,South,Hyderabad,R211,P1011,Retail,Consumer,5,61817.44,0.15,11.0,No
ORD-101723,2024-06-24,North,Chandigarh,R210,P1030,Online,Corporate,5,8332.6,0.05,4.0,No
ORD-105851,2025-07-03,East,Bhubaneswar,R212,P1016,Partner,Corporate,1,25192.15,0.0,10.0,No
ORD-102382,2024-01-11,South,Chennai,R207,P1020,Retail,SMB,5,12399.48,0.0,11.0,No
ORD-103585,2025-02-07,North,Jaipur,R214,P1052,Retail,Corporate,2,18594.07,0.15,2.0,No
ORD-105035,2025-12-27,East,Guwahati,R208,P1026,Partner,SMB,4,8592.5,0.15,3.0,No
ORD-105084,2024-12-03,North,Jaipur,R218,P1054,Online,Consumer,5,19076.12,0.1,7.0,No
ORD-101021,2024-02-05,South,Hyderabad,R219,P1049,Partner,Corporate,2,15618.1,0.05,8.0,No
ORD-100836,2024-04-04,East,Guwahati,R204,P1015,Partner,Consumer,2,33602.32,0.2,10.0,No
ORD-101396,2024-01-04,East,Kolkata,R204,P1018,Online,Corporate,4,13817.43,0.0,8.0,No
ORD-105648,2025-10-28,South,Chennai,R207,P1020,Online,SMB,5,12162.68,0.1,1.0,No
ORD-105689,2025-11-19,West,Pune,R217,P1020,Retail,Corporate,9,12265.07,0.0,1.0,No
ORD-102361,2025-09-18,East,Kolkata,R204,P1009,Retail,SMB,6,44943.4,0.05,3.0,No
ORD-100791,2024-02-22,East,Patna,R208,P1041,Retail,SMB,4,838.33,0.0,9.0,No
ORD-105118,2025-01-06,West,Pune,R209,P1046,Partner,Consumer,5,14686.42,0.1,11.0,No
ORD-101676,2024-03-27,East,Bhubaneswar,R212,P1015,Online,Corporate,4,32735.56,0.05,3.0,No
ORD-105114,2025-07-18,East,Patna,R204,P1046,Online,Corporate,3,14677.82,0.0,10.0,No
ORD-101216,2024-05-03,South,Kochi,R219,P1020,Online,Corporate,6,11872.78,0.1,8.0,No
ORD-104694,2024-08-12,West,Pune,R209,P1012,Retail,Consumer,4,89065.07,0.1,11.0,No
ORD-104942,2025-03-30,North,Lucknow,R202,P1034,Partner,Corporate,5,727.39,0.1,8.0,No
ORD-105176,2025-04-27,North,Delhi,R206,P1038,Retail,SMB,2,333.27,0.15,3.0,No
ORD-100863,2024-12-06,East,Guwahati,R200,P1048,Online,Consumer,2,17606.61,0.0,8.0,No
ORD-100104,2025-03-02,South,Chennai,R219,P1047,Partner,SMB,6,19930.97,0.0,1.0,No
ORD-101344,2025-10-15,South,Bengaluru,R211,P1014,Online,Corporate,6,39190.6,0.2,9.0,No
ORD-102385,2025-06-13,South,Chennai,R215,P1038,Online,Consumer,2,329.61,0.0,11.0,No
ORD-102243,2025-10-17,East,Guwahati,R208,P1048,Online,Consumer,4,17957.46,0.05,11.0,No
ORD-101268,2024-01-01,North,Jaipur,R202,P1043,Retail,Corporate,3,284.95,0.15,6.0,No
ORD-103644,2025-03-23,North,Chandigarh,R210,P1031,Online,Corporate,3,841.22,0.0,4.0,No
ORD-103530,2024-01-07,South,Chennai,R215,P1036,Partner,Consumer,3,478.81,0.15,,No
ORD-100516,2024-06-09,West,Ahmedabad,R209,P1016,Online,Corporate,2,24455.17,0.05,1.0,No
ORD-102067,2025-05-19,North,Delhi,R202,P1012,Retail,Consumer,5,90963.34,0.0,9.0,No
ORD-104829,2024-03-04,West,Surat,R213,P1007,Online,Corporate,2,66232.33,0.05,10.0,No
ORD-101990,2025-10-15,South,Hyderabad,R215,P1040,Retail,Consumer,4,872.84,0.05,8.0,No
ORD-101914,2025-11-30,East,Guwahati,R204,P1045,Retail,SMB,4,434.85,0.0,1.0,No
ORD-103628,2025-02-13,East,Bhubaneswar,R208,P1006,Partner,Consumer,1,51288.81,0.0,11.0,No
ORD-105167,2024-09-23,East,Kolkata,R208,P1052,Partner,Corporate,2,18726.27,0.15,9.0,No
ORD-104731,2025-05-31,South,Kochi,R211,P1027,Partner,Consumer,3,22721.3,0.0,8.0,No
ORD-102165,2024-05-03,North,Chandigarh,R206,P1046,Online,SMB,4,14282.45,0.0,3.0,No
ORD-104960,2024-05-08,West,Pune,R201,P1029,Retail,SMB,5,16184.03,0.0,3.0,No
ORD-104005,2025-06-01,North,Delhi,R210,P1041,Online,SMB,4,802.39,0.05,5.0,No
ORD-102196,2024-08-11,North,Lucknow,R202,P1042,Partner,Consumer,3,868.53,0.0,2.0,No
ORD-101642,2025-03-13,South,Bengaluru,R215,P1043,Retail,Consumer,7,274.95,0.0,9.0,No
ORD-103274,2024-08-30,East,Bhubaneswar,R216,P1004,Online,SMB,3,73639.26,0.0,9.0,No
ORD-102618,2024-05-19,East,Bhubaneswar,R216,P1022,Retail,Consumer,4,17948.19,0.05,11.0,No
ORD-100159,2024-06-24,North,Jaipur,R214,P1033,Retail,Consumer,2,851.7,0.2,3.0,No
ORD-102706,2025-03-06,West,Ahmedabad,R205,P1054,Online,SMB,3,18869.73,0.0,5.0,No
ORD-103816,2025-05-20,West,Pune,R201,P1041,Retail,Consumer,5,848.72,0.0,3.0,No
ORD-103271,2024-09-05,East,Kolkata,R200,P1045,Retail,SMB,1,435.77,0.05,6.0,No
ORD-101134,2024-10-09,West,Pune,R209,P1022,Online,SMB,2,18289.07,0.05,5.0,No
ORD-101918,2024-01-10,South,Kochi,R203,P1042,Online,SMB,1,871.0,0.0,4.0,No
ORD-102943,2024-07-23,South,Hyderabad,R211,P1039,Retail,SMB,5,590.13,0.05,9.0,No
ORD-100678,2025-12-05,East,Bhubaneswar,R212,P1037,Retail,SMB,5,878.61,0.0,10.0,No
ORD-101651,2025-03-16,East,Patna,R216,P1051,Online,Corporate,3,35310.75,0.0,3.0,No
ORD-103450,2024-07-25,West,Mumbai,R205,P1022,Online,Consumer,5,18453.41,0.1,7.0,No
ORD-101246,2025-08-09,West,Mumbai,R201,P1006,Online,Consumer,2,51193.68,0.0,3.0,No
ORD-100165,2024-06-30,South,Kochi,R207,P1016,Retail,Corporate,1,25132.42,0.0,4.0,No
ORD-105305,2024-06-22,North,Jaipur,R210,P1021,Retail,SMB,4,17334.27,0.1,2.0,No
ORD-104671,2025-09-24,North,Jaipur,R210,P1025,Partner,Consumer,3,16590.91,0.0,8.0,No
ORD-100394,2024-09-26,North,Lucknow,R210,P1034,Partner,Corporate,6,689.16,0.0,2.0,No
ORD-101515,2024-11-22,South,Kochi,R203,P1041,Online,Corporate,6,820.44,0.1,4.0,No
ORD-105840,2025-06-25,East,Bhubaneswar,R216,P1020,Online,Corporate,3,12373.49,0.0,7.0,No
ORD-105449,2024-08-13,South,Bengaluru,R203,P1022,Retail,Corporate,4,18507.79,0.0,7.0,No
ORD-105636,2025-08-02,South,Hyderabad,R211,P1023,Online,Consumer,3,25952.53,0.1,11.0,No
ORD-104385,2025-01-01,South,Bengaluru,R219,P1012,Online,SMB,5,88720.2,0.0,9.0,No
ORD-105000,2024-03-16,West,Ahmedabad,R205,P1015,Retail,SMB,2,32388.39,0.0,11.0,No
ORD-101584,2024-04-27,South,Hyderabad,R211,P1012,Partner,SMB,4,87945.95,0.0,3.0,No
ORD-100995,2025-09-23,East,Bhubaneswar,R212,P1053,Retail,Corporate,1,30596.79,0.0,11.0,No
ORD-102043,2025-10-13,North,Jaipur,R202,P1007,Retail,Consumer,5,66961.03,0.0,1.0,No
ORD-101145,2025-08-10,East,Bhubaneswar,R212,P1050,Partner,Corporate,4,14475.07,0.1,3.0,No
ORD-105442,2024-07-22,East,Kolkata,R208,P1030,Partner,Consumer,4,8088.34,0.0,3.0,No
ORD-100616,2025-04-01,West,Pune,R205,P1012,Online,SMB,2,89518.69,0.05,5.0,No
ORD-103563,2024-03-04,East,Kolkata,R204,P1009,Online,SMB,2,45027.44,0.1,8.0,No
ORD-101435,2025-12-08,East,Patna,R208,P1017,Partner,SMB,1,12041.66,0.0,6.0,No
ORD-102575,2024-10-06,South,Kochi,R219,P1037,Partner,Consumer,2,875.55,0.0,8.0,No
ORD-103929,2024-12-28,North,Chandigarh,R206,P1038,Retail,Corporate,6,321.44,0.15,2.0,No
ORD-103963,2024-09-21,West,Surat,R205,P1040,Partner,Corporate,2,866.61,0.0,,No
ORD-104078,2025-01-03,North,Chandigarh,R202,P1004,Retail,SMB,3,75026.01,0.0,9.0,No
ORD-102031,2024-01-03,West,Mumbai,R205,P1036,Online,Consumer,2,464.05,0.1,3.0,No
ORD-101626,2024-06-08,West,Surat,R201,P1014,Retail,Corporate,3,40164.38,0.0,8.0,No
ORD-105960,2025-02-08,South,Chennai,R219,P1055,Partner,Corporate,2,13766.87,0.0,8.0,No
ORD-100037,2025-09-29,West,Ahmedabad,R205,P1036,Partner,SMB,3,477.87,0.0,7.0,No
ORD-101300,2025-06-07,West,Surat,R201,P1015,Retail,SMB,4,33351.43,0.0,7.0,No
ORD-102654,2024-07-27,West,Pune,R213,P1023,Online,Consumer,1,25632.82,0.1,5.0,No
ORD-104414,2024-11-26,West,Pune,R205,P1033,Retail,Consumer,6,848.54,0.05,11.0,No
ORD-101832,2025-02-01,West,Surat,R205,P1024,Retail,Consumer,4,12749.87,0.0,11.0,No
ORD-103616,2025-11-27,South,Kochi,R211,P1009,Partner,Corporate,-7,45180.24,0.2,5.0,No
ORD-104401,2024-12-23,West,Mumbai,R209,P1023,Online,Corporate,6,25424.83,0.0,1.0,No
ORD-105770,2025-06-18,North,Delhi,R218,P1011,Retail,SMB,2,62500.62,0.0,2.0,No
ORD-105474,2024-05-19,South,Bengaluru,R207,P1042,Retail,Corporate,1,825.83,0.0,9.0,No
ORD-101185,2024-08-11,East,Kolkata,R208,P1011,Retail,SMB,3,62210.99,0.2,2.0,No
ORD-104044,2024-12-12,North,Lucknow,R206,P1016,Online,SMB,7,25513.9,0.0,3.0,No
ORD-100322,2024-08-13,North,Delhi,R206,P1031,Partner,SMB,2,874.71,0.0,4.0,No
ORD-100011,2024-07-19,South,Bengaluru,R219,P1048,Online,Corporate,2,18101.99,0.05,5.0,No
ORD-102756,2025-10-12,North,Chandigarh,R218,P1004,Partner,Corporate,7,71721.45,0.0,4.0,No
ORD-100017,2025-02-26,North,Lucknow,R206,P1045,Partner,Consumer,3,447.65,0.0,9.0,No
ORD-104500,2025-12-22,East,Patna,R212,P1001,Partner,Corporate,8,64210.93,0.0,10.0,No
ORD-103286,2025-05-10,South,Chennai,R211,P1013,Retail,Corporate,3,57346.3,0.0,11.0,No
ORD-105876,2024-07-12, North,Delhi,R202,P1051,Partner,SMB,1,33563.21,0.0,2.0,No
ORD-103687,2024-02-21,North,Chandigarh,R202,P1027,Online,SMB,2,23074.1,0.2,4.0,No
ORD-102764,2024-02-18,West,Mumbai,R205,P1040,Retail,Corporate,3,877.02,0.0,1.0,No
ORD-105922,2025-07-23,East,Guwahati,R208,P1042,Partner,Corporate,3,821.96,0.05,3.0,No
ORD-104600,2024-03-23,South,Chennai,R207,P1035,Online,Corporate,3,331.04,0.0,3.0,No
ORD-102287,2024-12-12,South,Hyderabad,R219,P1018,Partner,SMB,4,13823.46,0.0,10.0,No
ORD-101310,2025-02-18,South,Chennai,R203,P1004,Partner,Consumer,2,71415.72,0.0,5.0,No
ORD-104038,2025-01-30,East,Guwahati,R212,P1051,Online,Corporate,4,34144.89,0.0,4.0,No
ORD-101228,2025-03-05,West,Ahmedabad,R217,P1044,Retail,SMB,3,879.79,0.1,11.0,No
ORD-100579,2025-06-30,South,Bengaluru,R219,P1023,Retail,Consumer,2,25007.57,0.1,11.0,No
ORD-100019,2025-01-03,North,Jaipur,R206,P1021,Retail,Consumer,2,17012.32,0.05,5.0,No
ORD-100800,2024-04-21,South,Bengaluru,R215,P1044,Retail,SMB,6,893.88,0.0,10.0,No
ORD-101395,2025-08-31,North,Jaipur,R210,P1021,Partner,Corporate,5,17637.57,0.0,1.0,No
ORD-102625,2025-04-09,North,Jaipur,R214,P1029,Retail,Consumer,2,16336.14,0.0,3.0,No
ORD-104141,2025-10-31,North,Delhi,R202,P1046,Retail,Consumer,5,14421.35,0.0,5.0,No
ORD-105518,2025-03-31,West,Surat,R201,P1041,Partner,SMB,5,808.51,0.0,11.0,No
ORD-102746,2024-10-13,North,Chandigarh,R218,P1002,Partner,SMB,3,75941.95,0.0,11.0,No
ORD-105360,2025-06-23,East,Kolkata,R200,P1048,Retail,SMB,2,18043.56,0.0,10.0,No
ORD-104556,2024-01-25,South,Hyderabad,R203,P1005,Partner,SMB,2,28753.56,0.0,9.0,No
ORD-105522,2024-02-27,South,Bengaluru,R211,P1044,Retail,SMB,3,880.9,0.05,4.0,No
ORD-102440,2025-09-18,South,Bengaluru,R219,P1041,Retail,Consumer,4,828.55,0.15,9.0,No
ORD-105234,2024-09-07,East,Kolkata,R200,P1054,Retail,Corporate,6,18872.87,0.1,5.0,No
ORD-103177,2025-10-07,South,Kochi,R219,P1012,Partner,SMB,2,92730.69,0.1,1.0,No
ORD-105240,2024-08-07,West,Pune,R217,P1014,Retail,Consumer,1,39571.25,0.05,1.0,No
ORD-100494,2025-12-26,West,Ahmedabad,R217,P1054,Partner,SMB,4,18324.18,0.0,9.0,No
ORD-103949,2024-10-09,West,Surat,R213,P1008,Retail,Corporate,4,41157.25,0.05,3.0,No
ORD-104432,2024-06-07,West,Ahmedabad,R201,P1031,Partner,SMB,2,867.8,0.15,1.0,No
ORD-102340,2024-12-07,West,Mumbai,R209,P1019,Retail,Corporate,6,9311.42,0.0,11.0,No
ORD-102233,2024-12-17,West,Surat,R205,P1017,Retail,SMB,2,12097.57,0.05,7.0,No
ORD-101909,2025-08-08,South,Chennai,R203,P1053,Partner,SMB,5,31747.69,0.1,6.0,No
ORD-104241,2025-07-10,North,Chandigarh,R206,P1028,Online,SMB,3,21867.57,0.1,2.0,No
ORD-104698,2024-04-20,West,Surat,R217,P1047,Partner,Corporate,3,19727.55,0.15,10.0,No
ORD-105073,2025-10-08,East,Bhubaneswar,R212,P1002,Online,Consumer,2,79136.67,0.0,7.0,No
ORD-103762,2024-04-23,South,Chennai,R211,P1034,Online,Corporate,3,715.21,0.0,3.0,No
ORD-100946,2024-10-28,East,Kolkata,R204,P1015,Online,Corporate,5,34074.49,0.0,2.0,No
ORD-103137,2024-03-04,West,Mumbai,R205,P1055,Online,Corporate,3,13766.87,0.05,,No
ORD-101573,2024-05-15,South,Kochi,R207,P1053,Online,Corporate,6,30723.43,0.0,8.0,No
ORD-101833,2025-06-18,East,Bhubaneswar,R200,P1035,Online,Consumer,2,330.98,0.1,4.0,No
ORD-105728,2025-03-05,East,Guwahati,R208,P1030,Online,SMB,4,7990.67,0.0,6.0,No
ORD-104797,2025-06-02,South,Hyderabad,R207,P1020,Partner,SMB,3,12344.01,0.05,3.0,Yes
ORD-102162,2025-10-11,West,Pune,R209,P1024,Retail,Consumer,5,13281.76,0.0,3.0,No
ORD-101225,2025-03-09,South,Kochi,R219,P1043,Online,SMB,3,275.14,0.0,3.0,No
ORD-100324,2024-03-31,South,Chennai,R211,P1024,Partner,Corporate,4,13349.41,0.05,5.0,Yes
ORD-101620,2024-08-15,North,Jaipur,R202,P1017,Partner,Corporate,2,12214.13,0.1,1.0,No
ORD-100086,2025-08-10,South,Chennai,R219,P1021,Retail,Corporate,3,17305.9,0.05,8.0,No
ORD-105365,2025-11-25,East,Kolkata,R200,P1023,Retail,Consumer,8,24632.11,0.15,7.0,No
ORD-100090,2025-05-06,East,Bhubaneswar,R204,P1036,Retail,Corporate,1,466.4,0.0,6.0,No
ORD-102164,2024-05-17,South,Chennai,R207,P1022,Partner,SMB,2,18629.29,0.0,4.0,No
ORD-103397,2024-03-21,East,Bhubaneswar,R208,P1034,Partner,SMB,2,715.54,0.0,3.0,No
ORD-104647,2025-08-26,West,Surat,R209,P1050,Partner,SMB,3,14406.92,0.15,5.0,No
ORD-105896,2025-12-19,North,Jaipur,R214,P1014,Online,Corporate,6,39387.85,0.05,10.0,No
ORD-100480,2024-12-21,South,Chennai,R211,P1010,Online,SMB,9,71167.61,0.1,,No
ORD-104615,2025-09-18,West,Mumbai,R217,P1044,Partner,Consumer,5,900.86,0.05,4.0,No
ORD-100157,2025-08-12,South,Hyderabad,R203,P1024,Retail,SMB,2,12741.72,0.15,3.0,No
ORD-101777,2024-08-14,East,Bhubaneswar,R216,P1006,Online,Consumer,4,50115.91,0.0,7.0,Yes
ORD-103071,2024-09-12,North,Delhi,R214,P1049,Retail,SMB,6,15153.42,0.1,10.0,No
ORD-105817,2024-05-14,North,Lucknow,R206,P1010,Retail,Corporate,4,73287.06,0.05,7.0,No
ORD-104424,2025-05-14,North,Chandigarh,R210,P1018,Partner,SMB,2,13625.11,0.05,6.0,No
ORD-103992,2025-08-19,West,Ahmedabad,R201,P1013,Online,Consumer,3,59644.4,0.2,11.0,No
ORD-103656,2024-07-09,South,Hyderabad,R219,P1040,Online,Corporate,3,843.43,0.0,11.0,Yes
ORD-101044,2024-05-11,West,Ahmedabad,R209,P1027,Online,SMB,2,23190.36,0.0,9.0,No
ORD-101759,2024-07-27,North,Chandigarh,R206,P1037,Partner,Corporate,4,890.07,0.15,5.0,Yes
ORD-105494,2024-09-14,West,Surat,R217,P1050,Online,SMB,1,15043.87,0.0,1.0,No
ORD-105570,2025-11-27,South,Bengaluru,R203,P1045,Online,Corporate,8,435.62,0.0,11.0,No
ORD-105883,2025-04-15,South,Bengaluru,R215,P1052,Partner,SMB,2,19142.45,0.1,8.0,No
ORD-104443,2024-08-12,West,Surat,R205,P1001,Retail,SMB,3,64828.39,0.0,2.0,No
ORD-104466,2025-09-27,South,Chennai,R203,P1018,Partner,SMB,2,13525.68,0.0,9.0,No
ORD-104352,2025-06-29,West,Mumbai,R201,P1016,Online,Consumer,2,24131.83,0.0,10.0,No
ORD-104099,2024-05-10,South,Hyderabad,R207,P1049,Retail,Corporate,3,15336.59,0.1,2.0,No
ORD-100305,2025-01-24,North,Chandigarh,R206,P1047,Retail,SMB,4,19406.32,0.0,2.0,Yes
